FinalID,BOLD_Records,BOLD_Records_CA,BOLD_Records_COI,BOLD_Records_COI_CA,BOLD_Records_COI_SW,BOLD_Records_COI_USA,BOLD_Records_ITS,BOLD_Records_ITS_CA,BOLD_Records_ITS_SW,BOLD_Records_ITS_USA,BOLD_Records_matK,BOLD_Records_matK_CA,BOLD_Records_matK_SW,BOLD_Records_matK_USA,BOLD_Records_rbcL,BOLD_Records_rbcL_CA,BOLD_Records_rbcL_SW,BOLD_Records_rbcL_USA,BOLD_Records_SW,BOLD_Records_trnL,BOLD_Records_trnL_CA,BOLD_Records_trnL_SW,BOLD_Records_trnL_USA,BOLD_Records_USA,CommonName,ParentOrganismFinalID,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode
Fontinalaceae,143,0,0,0,0,0,81,0,0,3,0,0,0,0,35,0,0,4,0,27,0,0,2,9,NA,Hypnales,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,NA,NA,Fontinalaceae,NA,NA,40
Fontinalis,125,0,0,0,0,0,73,0,0,3,0,0,0,0,29,0,0,4,0,23,0,0,2,9,NA,Fontinalaceae,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,Fontinalis,NA,Fontinalis,NA,NA,50
Fontinalis antipyretica,41,0,0,0,0,0,24,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,NA,Fontinalis,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,Fontinalis,NA,Fontinalis antipyretica,NA,NA,60
Fontinalis chrysophylla,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Fontinalis,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,Fontinalis,NA,Fontinalis chrysophylla,NA,NA,60
Fontinalis gigantea,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Fontinalis,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,Fontinalis,NA,Fontinalis gigantea,NA,NA,60
Fontinalis howellii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Fontinalis,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,Fontinalis,NA,Fontinalis howellii,NA,NA,60
Fontinalis mollis,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Fontinalis,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,Fontinalis,NA,Fontinalis mollis,NA,NA,60
Fontinalis neomexicana,13,0,0,0,0,0,5,0,0,1,0,0,0,0,4,0,0,1,0,4,0,0,1,3,NA,Fontinalis,Bryophyta,NA,NA,Bryopsida,NA,NA,Hypnales,NA,NA,Fontinalaceae,NA,NA,NA,Fontinalis,NA,Fontinalis neomexicana,NA,NA,60
Funaria,58,0,3,0,0,1,30,0,0,1,0,0,0,0,16,0,0,1,0,9,0,0,0,3,NA,Funariaceae,Bryophyta,NA,NA,Bryopsida,Funariidae,NA,Funariales,NA,NA,Funariaceae,NA,NA,NA,Funaria,NA,Funaria,NA,NA,50
Funaria convexa,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Funaria,Bryophyta,NA,NA,Bryopsida,Funariidae,NA,Funariales,NA,NA,Funariaceae,NA,NA,NA,Funaria,NA,Funaria convexa,NA,NA,60
Funaria hygrometrica,27,0,3,0,0,1,17,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,2,NA,Funaria,Bryophyta,NA,NA,Bryopsida,Funariidae,NA,Funariales,NA,NA,Funariaceae,NA,NA,NA,Funaria,NA,Funaria hygrometrica,NA,NA,60
Funaria microstoma,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Funaria,Bryophyta,NA,NA,Bryopsida,Funariidae,NA,Funariales,NA,NA,Funariaceae,NA,NA,NA,Funaria,NA,Funaria microstoma,NA,NA,60
Funaria muhlenbergii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Funaria,Bryophyta,NA,NA,Bryopsida,Funariidae,NA,Funariales,NA,NA,Funariaceae,NA,NA,NA,Funaria,NA,Funaria muhlenbergii,NA,NA,60
Funariaceae,139,3,3,0,0,1,94,3,3,14,2,0,0,0,27,0,0,1,3,13,0,0,0,16,NA,Funariales,Bryophyta,NA,NA,Bryopsida,Funariidae,NA,Funariales,NA,NA,Funariaceae,NA,NA,NA,NA,NA,Funariaceae,NA,NA,40
Gemmabryum,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Bryaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum,NA,NA,50
Gemmabryum barnesii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum barnesii,NA,NA,60
Gemmabryum caespiticium,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum caespiticium,NA,NA,60
Gemmabryum californicum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum californicum,NA,NA,60
Gemmabryum dichotomum,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum dichotomum,NA,NA,60
Gemmabryum gemmiferum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum gemmiferum,NA,NA,60
Gemmabryum gemmilucens,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum gemmilucens,NA,NA,60
Gemmabryum klinggraeffii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum klinggraeffii,NA,NA,60
Gemmabryum kunzei,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum kunzei,NA,NA,60
Gemmabryum radiculosum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum radiculosum,NA,NA,60
Gemmabryum subapiculatum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum subapiculatum,NA,NA,60
Gemmabryum tenuisetum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum tenuisetum,NA,NA,60
Gemmabryum valparaisense,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum valparaisense,NA,NA,60
Gemmabryum violaceum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gemmabryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Gemmabryum,NA,Gemmabryum violaceum,NA,NA,60
Grimmia,274,5,0,0,0,0,150,5,5,14,4,0,0,0,80,0,0,1,5,40,0,0,0,15,NA,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia,NA,NA,50
Grimmia alpestris,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia alpestris,NA,NA,60
Grimmia anodon,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia anodon,NA,NA,60
Grimmia anomola,13,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia anomola,NA,NA,60
Grimmia arizonae,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia arizonae,NA,NA,60
Grimmia caespiticia,6,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia caespiticia,NA,NA,60
Grimmia hamulosa,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia hamulosa,NA,NA,60
Grimmia incurva,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia incurva,NA,NA,60
Grimmia laevigata,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia laevigata,NA,NA,60
Grimmia leibergii,5,3,0,0,0,0,5,3,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia leibergii,NA,NA,60
Grimmia lesherae,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia lesherae,NA,NA,60
Grimmia lisae,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia lisae,NA,NA,60
Grimmia longirostris,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia longirostris,NA,NA,60
Grimmia mariniana,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia mariniana,NA,NA,60
Grimmia montana,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia montana,NA,NA,60
Grimmia moxleyi,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia moxleyi,NA,NA,60
Grimmia nevadensis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia nevadensis,NA,NA,60
Grimmia orbicularis,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia orbicularis,NA,NA,60
Grimmia ovalis,10,0,0,0,0,0,3,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,1,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia ovalis,NA,NA,60
Grimmia plagiopodia,8,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia plagiopodia,NA,NA,60
Grimmia poecilostoma,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia poecilostoma,NA,NA,60
Grimmia pulvinata,23,1,0,0,0,0,15,1,1,1,0,0,0,0,6,0,0,0,1,2,0,0,0,1,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia pulvinata,NA,NA,60
Grimmia raymondii,9,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia raymondii,NA,NA,60
Grimmia serrana,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia serrana,NA,NA,60
Grimmia sessitana,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia sessitana,NA,NA,60
Grimmia shastae,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia shastae,NA,NA,60
Grimmia torenii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia torenii,NA,NA,60
Grimmia torquata,13,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia torquata,NA,NA,60
Grimmia trichophylla,9,1,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,1,3,0,0,0,1,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia trichophylla,NA,NA,60
Grimmia unicolor,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,NA,Grimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Grimmia,NA,Grimmia unicolor,NA,NA,60
Grimmiaceae,1264,14,12,0,0,0,833,14,15,54,53,0,0,0,239,0,1,8,17,127,0,1,5,67,NA,Grimmiales,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,NA,NA,Grimmiaceae,NA,NA,40
Gymnostomum,26,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Gymnostomum,NA,Gymnostomum,NA,NA,50
Gymnostomum aeruginosum,19,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,NA,Gymnostomum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Gymnostomum,NA,Gymnostomum aeruginosum,NA,NA,60
Gymnostomum calcareum,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gymnostomum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Gymnostomum,NA,Gymnostomum calcareum,NA,NA,60
Gymnostomum viridulum,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Gymnostomum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Gymnostomum,NA,Gymnostomum viridulum,NA,NA,60
Haplodontium,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Bryaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Haplodontium,NA,Haplodontium,NA,NA,50
Haplodontium tehamense,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Haplodontium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Haplodontium,NA,Haplodontium tehamense,NA,NA,60
Hedwigia,78,0,0,0,0,0,71,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,2,NA,Hedwigiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia,NA,NA,50
Hedwigia ciliata,16,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,NA,Hedwigia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia ciliata,NA,NA,60
Hedwigia detonsa,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Hedwigia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia detonsa,NA,NA,60
Hedwigia stellata,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,Hedwigia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,Hedwigia,NA,Hedwigia stellata,NA,NA,60
Hedwigiaceae,81,0,0,0,0,0,74,0,0,3,0,0,0,0,6,0,0,0,0,1,0,0,0,3,NA,Hedwigiales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hedwigiales,NA,NA,Hedwigiaceae,NA,NA,NA,NA,NA,Hedwigiaceae,NA,NA,40
Hennediella,21,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Hennediella,NA,Hennediella,NA,NA,50
Hennediella heimii,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Hennediella,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Hennediella,NA,Hennediella heimii,NA,NA,60
Hennediella stanfordensis,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Hennediella,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Hennediella,NA,Hennediella stanfordensis,NA,NA,60
Homalothecium,221,16,0,0,0,0,190,16,16,24,0,0,0,0,16,0,0,0,16,15,0,0,0,24,NA,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium,NA,NA,50
Homalothecium aureum,11,1,0,0,0,0,9,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium aureum,NA,NA,60
Homalothecium californicum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium californicum,NA,NA,60
Homalothecium fulgescens,13,0,0,0,0,0,8,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,2,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium fulgescens,NA,NA,60
Homalothecium nevadense,10,3,0,0,0,0,8,3,3,5,0,0,0,0,1,0,0,0,3,1,0,0,0,5,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium nevadense,NA,NA,60
Homalothecium nuttallii,14,3,0,0,0,0,9,3,3,4,0,0,0,0,2,0,0,0,3,3,0,0,0,4,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium nuttallii,NA,NA,60
Homalothecium pinnatifidum,2,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium pinnatifidum,NA,NA,60
Hydrogrimmia,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Hydrogrimmia,NA,Hydrogrimmia,NA,NA,50
Hydrogrimmia mollis,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Hydrogrimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Hydrogrimmia,NA,Hydrogrimmia mollis,NA,NA,60
Hygroamblystegium,16,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygroamblystegium,NA,Hygroamblystegium,NA,NA,50
Hygroamblystegium tenax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Hygroamblystegium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygroamblystegium,NA,Hygroamblystegium tenax,NA,NA,60
Hygrohypnum,90,0,0,0,0,0,29,0,0,0,0,0,0,0,31,0,0,0,0,30,0,0,0,0,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum,NA,NA,50
Hygrohypnum alpinum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum alpinum,NA,NA,60
