STE2_Level,STE2_ID,STE1_Level,STE1_ID,OrganismRowID,LastUpdateDate,EndDate,OrganismCode,CommonName,FinalID,ParentOrganismFinalID,ParentOrganismCode,Active,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode,OrganismGroup,OrganismCategory1,OrganismCategory2,OrganismType1,OrganismType2,OrganismType3,OrganismType4,TaxaList,LifeStageDefault,TaxonomicAuthority,CaliforniaTaxon,EnterDate,DateFinalIDRevised,FinalIDAuthority,Source,OrganismComments,RLSID
Genus,Hoplandriini,Subfamily,Hoplandriini,,,,,,Hoplandriini,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Hoplandriini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Anomognathus,Subfamily,Anomognathus,,,,,,Anomognathus,Homalotini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Homalotini,,Anomognathus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Gyrophaena,Subfamily,Gyrophaena,,,,,,Gyrophaena,Homalotini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Homalotini,,Gyrophaena,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Gyrophaena,Subfamily,Gyrophaena,,,,,,Gyrophaena sierrae,Gyrophaena,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Homalotini,,Gyrophaena,,Gyrophaena sierrae,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Leptusa,Subfamily,Leptusa,,,,,,Leptusa,Homalotini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Homalotini,,Leptusa,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Stictalia,Subfamily,Stictalia,,,,,,Stictalia,Homalotini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Homalotini,,Stictalia,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Homalotini,Subfamily,Homalotini,,,,,,Homalotini,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Homalotini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Earota,Subfamily,Earota,,,,,,Earota,Geostibini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Geostibini,,Earota,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Earota,Subfamily,Earota,,,,,,Earota dentata,Earota,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Geostibini,,Earota,,Earota dentata,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Geostibini,Subfamily,Geostibini,,,,,,Geostibini,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Geostibini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Bryobiota,Subfamily,Bryobiota,,,,,,Bryobiota,Falagriini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Bryobiota,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Bryobiota,Subfamily,Bryobiota,,,,,,Bryobiota bicolor,Bryobiota,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Bryobiota,,Bryobiota bicolor,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Falagriota,Subfamily,Falagriota,,,,,,Falagriota,Falagriini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Falagriota,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Falagriota,Subfamily,Falagriota,,,,,,Falagriota occidua,Falagriota,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Falagriota,,Falagriota occidua,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Lissagria,Subfamily,Lissagria,,,,,,Lissagria,Falagriini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Lissagria,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Lissagria,Subfamily,Lissagria,,,,,,Lissagria laeviuscula,Lissagria,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Lissagria,,Lissagria laeviuscula,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Myrmecocephalus,Subfamily,Myrmecocephalus,,,,,,Myrmecocephalus,Falagriini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Myrmecocephalus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Myrmecocephalus,Subfamily,Myrmecocephalus,,,,,,Myrmecocephalus concinnus,Myrmecocephalus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,Myrmecocephalus,,Myrmecocephalus concinnus,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Falagriini,Subfamily,Falagriini,,,,,,Falagriini,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Falagriini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Acrotona,Subfamily,Acrotona,,,,,,Acrotona,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Acrotona,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Atheta,Subfamily,Atheta,,,,,,Atheta,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Atheta,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Atheta,Subfamily,Atheta,,,,,,Atheta hampshirensis,Atheta,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Atheta,,Atheta hampshirensis,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Hydrosmecta,Subfamily,Hydrosmecta,,,,,,Hydrosmecta,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Hydrosmecta,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Meronera,Subfamily,Meronera,,,,,,Meronera,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Meronera,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Nehemitropia,Subfamily,Nehemitropia,,,,,,Nehemitropia,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Nehemitropia,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Nehemitropia,Subfamily,Nehemitropia,,,,,,Nehemitropia lividipennis,Nehemitropia,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Nehemitropia,,Nehemitropia lividipennis,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Philhygra,Subfamily,Philhygra,,,,,,Philhygra,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Philhygra,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Pontomalota,Subfamily,Pontomalota,,,,,,Pontomalota,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Pontomalota,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Pontomalota,Subfamily,Pontomalota,,,,,,Pontomalota opaca,Pontomalota,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Pontomalota,,Pontomalota opaca,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Pontomalota,Subfamily,Pontomalota,,,,,,Pontomalota terminalia,Pontomalota,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Pontomalota,,Pontomalota terminalia,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Tarphiota,Subfamily,Tarphiota,,,,,,Tarphiota,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Tarphiota,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Tarphiota,Subfamily,Tarphiota,,,,,,Tarphiota fucicola,,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Tarphiota,,Tarphiota fucicola,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Tarphiota,Subfamily,Tarphiota,,,,,,Tarphiota geniculata,,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Tarphiota,,Tarphiota geniculata,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Thinusa,Subfamily,Thinusa,,,,,,Thinusa,Athetini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Thinusa,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Thinusa,Subfamily,Thinusa,,,,,,Thinusa fletcheri,Thinusa,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Thinusa,,Thinusa fletcheri,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Thinusa,Subfamily,Thinusa,,,,,,Thinusa maritima,Thinusa,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,Thinusa,,Thinusa maritima,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Athetini,Subfamily,Athetini,,,,,,Athetini,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Athetini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Aleochara,Subfamily,Aleochara,,,,,,Aleochara,Aleocharini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Aleocharini,,Aleochara,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Aleocharini,Subfamily,Aleocharini,,,,,,Aleocharini,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Aleocharini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Gymnusa,Subfamily,Gymnusa,,,,,,Gymnusa,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,,,Gymnusa,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Gymnusa,Subfamily,Gymnusa,,,,,,Gymnusa pseudovariegata,Gymnusa,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,,,Gymnusa,,Gymnusa pseudovariegata,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Myllaena,Subfamily,Myllaena,,,,,,Myllaena,Aleocharinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,,,Myllaena,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Aleocharinae,Subfamily,Aleocharinae,,,,,,Aleocharinae,Staphylinidae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,,,,,,,,42,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Dasycerus,Subfamily,Dasycerus,,,,,,Dasycerus,Dasycerinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Dasycerinae,,,Dasycerus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Dasycerus,Subfamily,Dasycerus,,,,,,Dasycerus angulicollis,Dasycerus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Dasycerinae,,,Dasycerus,,Dasycerus angulicollis,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Dasycerinae,Subfamily,Dasycerinae,,,,,,Dasycerinae,Staphylinidae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Dasycerinae,,,,,,,,42,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Fenderia,Subfamily,Fenderia,,,,,,Fenderia,Stictocraniini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Euaesthetinae,Stictocraniini,,Fenderia,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Fenderia,Subfamily,Fenderia,,,,,,Fenderia intricata,Fenderia,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Euaesthetinae,Stictocraniini,,Fenderia,,Fenderia intricata,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Stictocraniini,Subfamily,Stictocraniini,,,,,,Stictocraniini,Euaesthetinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Euaesthetinae,Stictocraniini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Euaesthetinae,Subfamily,Euaesthetinae,,,,,,Euaesthetinae,Staphylinidae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Euaesthetinae,,,,,,,,42,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Habrocerus,Subfamily,Habrocerus,,,,,,Habrocerus,Habrocerinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Habrocerinae,,,Habrocerus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Habrocerus,Subfamily,Habrocerus,,,,,,Habrocerus capillaricornis,Habrocerus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Habrocerinae,,,Habrocerus,,Habrocerus capillaricornis,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Habrocerinae,Subfamily,Habrocerinae,,,,,,Habrocerinae,Staphylinidae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Habrocerinae,,,,,,,,42,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Microedus,Subfamily,Microedus,,,,,,Microedus,Micropeplinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Micropeplinae,,,Microedus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Microedus,Subfamily,Microedus,,,,,,Micropeplus lecontei,Microedus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Micropeplinae,,,Microedus,,Micropeplus lecontei,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Microedus,Subfamily,Microedus,,,,,,Micropeplus neotomae,Microedus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Micropeplinae,,,Microedus,,Micropeplus neotomae,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Microedus,Subfamily,Microedus,,,,,,Micropeplus punctatus,Microedus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Micropeplinae,,,Microedus,,Micropeplus punctatus,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Microedus,Subfamily,Microedus,,,,,,Micropeplus robustus,Microedus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Micropeplinae,,,Microedus,,Micropeplus robustus,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Micropeplinae,Subfamily,Micropeplinae,,,,,,Micropeplinae,Staphylinidae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Micropeplinae,,,,,,,,42,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Acrolocha,Subfamily,Acrolocha,,,,,,Acrolocha,Omaliini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Acrolocha,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Acrolocha,Subfamily,Acrolocha,,,,,,Acrolocha helferi,Acrolocha,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Acrolocha,,Acrolocha helferi,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Carcinocephalus,Subfamily,Carcinocephalus,,,,,,Carcinocephalus,Omaliini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Carcinocephalus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Dropephylla,Subfamily,Dropephylla,,,,,,Dropephylla,Omaliini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Dropephylla,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Dropephylla,Subfamily,Dropephylla,,,,,,Dropephylla cacti,Dropephylla,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Dropephylla,,Dropephylla cacti,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Hapalaraea,Subfamily,Hapalaraea,,,,,,Hapalaraea,Omaliini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Hapalaraea,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Hapalaraea,Subfamily,Hapalaraea,,,,,,Hapalaraea megarthroides,Hapalaraea,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Hapalaraea,,Hapalaraea megarthroides,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Omalium,Subfamily,Omalium,,,,,,Omalium,Omaliini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Omalium,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Omalium,Subfamily,Omalium,,,,,,Omalium algarum,Omalium,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Omalium,,Omalium algarum,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Omalium,Subfamily,Omalium,,,,,,Omalium theveneti,Omalium,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Omalium,,Omalium theveneti,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Phloeonomus,Subfamily,Phloeonomus,,,,,,Phloeonomus,Omaliini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Phloeonomus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Phloeonomus,Subfamily,Phloeonomus,,,,,,Phloeonomus laesicollis,Phloeonomus,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Phloeonomus,,Phloeonomus laesicollis,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Phyllodrepa,Subfamily,Phyllodrepa,,,,,,Phyllodrepa,Omaliini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,Phyllodrepa,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Omaliini,Subfamily,Omaliini,,,,,,Omaliini,Omaliinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Omaliini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Eusphalerum,Subfamily,Eusphalerum,,,,,,Eusphalerum,Eusphalerini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Eusphalerini,,Eusphalerum,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Eusphalerini,Subfamily,Eusphalerini,,,,,,Eusphalerini,Omaliinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Eusphalerini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Coryphium,Subfamily,Coryphium,,,,,,Coryphium,Coryphyiini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Coryphyiini,,Coryphium,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Haida,Subfamily,Haida,,,,,,Haida,Coryphyiini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Coryphyiini,,Haida,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Haida,Subfamily,Haida,,,,,,Haida bisulcata,Haida,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Coryphyiini,,Haida,,Haida bisulcata,,,60,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Coryphyiini,Subfamily,Coryphyiini,,,,,,Coryphyiini,Omaliinae,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Coryphyiini,,,,,,,45,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Amphichroum,Subfamily,Amphichroum,,,,,,Amphichroum,Anthophagini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,,Amphichroum,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Anthobium,Subfamily,Anthobium,,,,,,Anthobium,Anthophagini,,-1,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,,Anthobium,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
